time_s,cart_x_m,cart_v_ms,pole_rad,pole_deg,pole_omega_rads,force_N,pid_up,pid_ui,pid_ud
2.108333,0.124706,-0.070976,-0.002592,-0.1485,0.009884,-0.0202,-1.2898,-0.0315,1.3972
2.116667,0.124114,-0.071125,-0.002510,-0.1438,0.009794,-0.0193,-1.2490,-0.0316,1.3845
2.125000,0.123520,-0.071267,-0.002429,-0.1392,0.009705,-0.0185,-1.2086,-0.0317,1.3719
2.133333,0.122926,-0.071403,-0.002348,-0.1345,0.009616,-0.0176,-1.1685,-0.0318,1.3594
2.141667,0.122330,-0.071533,-0.002268,-0.1300,0.009528,-0.0168,-1.1288,-0.0319,1.3468
2.150000,0.121734,-0.071656,-0.002189,-0.1254,0.009439,-0.0160,-1.0895,-0.0320,1.3343
2.158333,0.121136,-0.071773,-0.002111,-0.1210,0.009351,-0.0151,-1.0506,-0.0321,1.3218
2.166667,0.120538,-0.071883,-0.002034,-0.1165,0.009262,-0.0143,-1.0120,-0.0322,1.3093
2.175000,0.119938,-0.071988,-0.001957,-0.1121,0.009174,-0.0135,-0.9738,-0.0323,1.2969
2.183333,0.119338,-0.072086,-0.001881,-0.1078,0.009087,-0.0127,-0.9359,-0.0324,1.2845
2.191667,0.118737,-0.072178,-0.001805,-0.1034,0.008999,-0.0119,-0.8984,-0.0324,1.2721
2.200000,0.118135,-0.072265,-0.001731,-0.0992,0.008912,-0.0111,-0.8613,-0.0325,1.2598
2.208333,0.117532,-0.072345,-0.001657,-0.0949,0.008825,-0.0104,-0.8245,-0.0326,1.2475
2.216667,0.116929,-0.072420,-0.001584,-0.0907,0.008738,-0.0096,-0.7881,-0.0326,1.2352
2.225000,0.116325,-0.072489,-0.001511,-0.0866,0.008652,-0.0089,-0.7520,-0.0327,1.2230
2.233333,0.115721,-0.072552,-0.001440,-0.0825,0.008565,-0.0081,-0.7163,-0.0328,1.2108
2.241667,0.115116,-0.072609,-0.001368,-0.0784,0.008479,-0.0074,-0.6810,-0.0328,1.1987
2.250000,0.114511,-0.072661,-0.001298,-0.0744,0.008394,-0.0066,-0.6460,-0.0329,1.1866
2.258333,0.113905,-0.072708,-0.001229,-0.0704,0.008309,-0.0059,-0.6114,-0.0329,1.1745
2.266667,0.113299,-0.072749,-0.001160,-0.0664,0.008224,-0.0052,-0.5771,-0.0330,1.1625
2.275000,0.112693,-0.072784,-0.001092,-0.0625,0.008139,-0.0045,-0.5432,-0.0330,1.1505
2.283333,0.112086,-0.072814,-0.001024,-0.0587,0.008054,-0.0038,-0.5096,-0.0331,1.1386
2.291667,0.111479,-0.072839,-0.000957,-0.0549,0.007970,-0.0031,-0.4764,-0.0331,1.1267
2.300000,0.110872,-0.072859,-0.000891,-0.0511,0.007887,-0.0024,-0.4435,-0.0331,1.1148
2.308333,0.110265,-0.072874,-0.000826,-0.0473,0.007803,-0.0018,-0.4110,-0.0332,1.1031
2.316667,0.109658,-0.072883,-0.000761,-0.0436,0.007720,-0.0011,-0.3788,-0.0332,1.0913
2.325000,0.109050,-0.072887,-0.000697,-0.0399,0.007637,-0.0004,-0.3470,-0.0332,1.0796
2.333333,0.108443,-0.072887,-0.000634,-0.0363,0.007555,0.0002,-0.3155,-0.0333,1.0680
2.341667,0.107835,-0.072882,-0.000571,-0.0327,0.007473,0.0009,-0.2843,-0.0333,1.0564
2.350000,0.107228,-0.072871,-0.000509,-0.0292,0.007391,0.0015,-0.2535,-0.0333,1.0448
2.358333,0.106621,-0.072856,-0.000448,-0.0257,0.007310,0.0021,-0.2230,-0.0333,1.0334
2.366667,0.106014,-0.072836,-0.000388,-0.0222,0.007229,0.0027,-0.1929,-0.0333,1.0219
2.375000,0.105407,-0.072812,-0.000328,-0.0188,0.007149,0.0034,-0.1631,-0.0333,1.0105
2.383333,0.104800,-0.072783,-0.000268,-0.0154,0.007068,0.0040,-0.1336,-0.0334,0.9992
2.391667,0.104194,-0.072749,-0.000210,-0.0120,0.006989,0.0046,-0.1044,-0.0334,0.9879
2.400000,0.103588,-0.072711,-0.000152,-0.0087,0.006909,0.0051,-0.0756,-0.0334,0.9767
2.408333,0.102982,-0.072668,-0.000095,-0.0054,0.006830,0.0057,-0.0471,-0.0334,0.9655
2.416667,0.102377,-0.072622,-0.000038,-0.0022,0.006752,0.0063,-0.0190,-0.0334,0.9544
2.425000,0.101772,-0.072570,0.000018,0.0010,0.006673,0.0069,0.0088,-0.0334,0.9433
2.433333,0.101167,-0.072515,0.000073,0.0042,0.006596,0.0074,0.0364,-0.0334,0.9323
2.441667,0.100563,-0.072455,0.000128,0.0073,0.006518,0.0080,0.0635,-0.0334,0.9214
2.450000,0.099960,-0.072391,0.000182,0.0104,0.006441,0.0085,0.0904,-0.0334,0.9105
2.458333,0.099357,-0.072323,0.000235,0.0135,0.006364,0.0091,0.1170,-0.0334,0.8997
2.466667,0.098754,-0.072250,0.000288,0.0165,0.006288,0.0096,0.1432,-0.0333,0.8889
2.475000,0.098153,-0.072174,0.000340,0.0195,0.006212,0.0101,0.1691,-0.0333,0.8782
2.483333,0.097551,-0.072094,0.000391,0.0224,0.006137,0.0106,0.1947,-0.0333,0.8675
2.491667,0.096951,-0.072010,0.000442,0.0253,0.006062,0.0112,0.2200,-0.0333,0.8569
2.500000,0.096351,-0.071922,0.000492,0.0282,0.005988,0.0117,0.2450,-0.0333,0.8464
2.508333,0.095752,-0.071830,0.000542,0.0310,0.005913,0.0122,0.2697,-0.0332,0.8359
2.516667,0.095154,-0.071735,0.000591,0.0339,0.005840,0.0126,0.2940,-0.0332,0.8255
2.525000,0.094557,-0.071636,0.000639,0.0366,0.005766,0.0131,0.3181,-0.0332,0.8152
2.533333,0.093960,-0.071533,0.000687,0.0394,0.005694,0.0136,0.3418,-0.0332,0.8049
2.541667,0.093365,-0.071427,0.000734,0.0421,0.005621,0.0141,0.3653,-0.0331,0.7946
2.550000,0.092770,-0.071317,0.000781,0.0447,0.005549,0.0145,0.3885,-0.0331,0.7844
2.558333,0.092176,-0.071203,0.000827,0.0474,0.005478,0.0150,0.4113,-0.0331,0.7743
2.566667,0.091583,-0.071087,0.000872,0.0500,0.005407,0.0154,0.4339,-0.0330,0.7643
2.575000,0.090991,-0.070966,0.000917,0.0525,0.005336,0.0159,0.4562,-0.0330,0.7543
2.583333,0.090400,-0.070843,0.000961,0.0551,0.005266,0.0163,0.4781,-0.0330,0.7443
2.591667,0.089810,-0.070716,0.001004,0.0576,0.005196,0.0168,0.4998,-0.0329,0.7345
2.600000,0.089222,-0.070586,0.001047,0.0600,0.005126,0.0172,0.5212,-0.0329,0.7247
2.608333,0.088634,-0.070452,0.001090,0.0624,0.005057,0.0176,0.5423,-0.0328,0.7149
2.616667,0.088048,-0.070316,0.001132,0.0648,0.004989,0.0180,0.5632,-0.0328,0.7052
2.625000,0.087462,-0.070176,0.001173,0.0672,0.004921,0.0184,0.5837,-0.0327,0.6956
2.633333,0.086878,-0.070034,0.001214,0.0695,0.004853,0.0188,0.6040,-0.0327,0.6861
2.641667,0.086295,-0.069888,0.001254,0.0718,0.004786,0.0192,0.6240,-0.0326,0.6766
2.650000,0.085713,-0.069739,0.001294,0.0741,0.004719,0.0196,0.6437,-0.0326,0.6671
2.658333,0.085133,-0.069588,0.001333,0.0763,0.004653,0.0200,0.6631,-0.0325,0.6578
2.666667,0.084553,-0.069433,0.001371,0.0786,0.004587,0.0204,0.6823,-0.0325,0.6484
2.675000,0.083975,-0.069276,0.001409,0.0807,0.004522,0.0207,0.7011,-0.0324,0.6392
2.683333,0.083399,-0.069116,0.001446,0.0829,0.004457,0.0211,0.7198,-0.0323,0.6300
2.691667,0.082823,-0.068953,0.001483,0.0850,0.004392,0.0215,0.7381,-0.0323,0.6209
2.700000,0.082250,-0.068788,0.001520,0.0871,0.004328,0.0218,0.7562,-0.0322,0.6118
2.708333,0.081677,-0.068620,0.001555,0.0891,0.004265,0.0222,0.7740,-0.0322,0.6028
2.716667,0.081106,-0.068449,0.001591,0.0911,0.004201,0.0225,0.7916,-0.0321,0.5939
2.725000,0.080536,-0.068276,0.001625,0.0931,0.004139,0.0228,0.8088,-0.0320,0.5850
2.733333,0.079968,-0.068100,0.001660,0.0951,0.004076,0.0232,0.8259,-0.0319,0.5762
2.741667,0.079401,-0.067922,0.001693,0.0970,0.004014,0.0235,0.8426,-0.0319,0.5675
2.750000,0.078836,-0.067741,0.001727,0.0989,0.003953,0.0238,0.8592,-0.0318,0.5588
2.758333,0.078272,-0.067558,0.001759,0.1008,0.003892,0.0241,0.8754,-0.0317,0.5502
2.766667,0.077710,-0.067372,0.001791,0.1026,0.003831,0.0244,0.8914,-0.0317,0.5416
2.775000,0.077149,-0.067184,0.001823,0.1045,0.003771,0.0247,0.9072,-0.0316,0.5331
2.783333,0.076590,-0.066994,0.001854,0.1062,0.003712,0.0250,0.9227,-0.0315,0.5247
2.791667,0.076033,-0.066802,0.001885,0.1080,0.003652,0.0253,0.9380,-0.0314,0.5163
2.800000,0.075477,-0.066608,0.001915,0.1097,0.003594,0.0256,0.9530,-0.0313,0.5080
2.808333,0.074923,-0.066411,0.001945,0.1114,0.003535,0.0259,0.9678,-0.0313,0.4998
2.816667,0.074370,-0.066212,0.001974,0.1131,0.003477,0.0262,0.9823,-0.0312,0.4916
2.825000,0.073819,-0.066011,0.002003,0.1148,0.003420,0.0264,0.9966,-0.0311,0.4834
2.833333,0.073270,-0.065808,0.002031,0.1164,0.003363,0.0267,1.0107,-0.0310,0.4754
2.841667,0.072722,-0.065603,0.002059,0.1180,0.003306,0.0270,1.0245,-0.0309,0.4674
2.850000,0.072177,-0.065397,0.002086,0.1195,0.003250,0.0272,1.0381,-0.0308,0.4594
2.858333,0.071632,-0.065188,0.002113,0.1211,0.003194,0.0275,1.0515,-0.0308,0.4516
2.866667,0.071090,-0.064977,0.002139,0.1226,0.003139,0.0277,1.0646,-0.0307,0.4438
2.875000,0.070550,-0.064765,0.002165,0.1241,0.003084,0.0280,1.0775,-0.0306,0.4360
2.883333,0.070011,-0.064550,0.002191,0.1255,0.003030,0.0282,1.0902,-0.0305,0.4283
2.891667,0.069474,-0.064334,0.002216,0.1270,0.002976,0.0284,1.1026,-0.0304,0.4207
2.900000,0.068938,-0.064116,0.002240,0.1284,0.002922,0.0287,1.1149,-0.0303,0.4131
2.908333,0.068405,-0.063897,0.002265,0.1297,0.002869,0.0289,1.1269,-0.0302,0.4056
2.916667,0.067874,-0.063675,0.002288,0.1311,0.002817,0.0291,1.1387,-0.0301,0.3982
2.925000,0.067344,-0.063453,0.002311,0.1324,0.002764,0.0293,1.1502,-0.0300,0.3908
2.933333,0.066816,-0.063228,0.002334,0.1337,0.002713,0.0295,1.1616,-0.0299,0.3834
2.941667,0.066290,-0.063002,0.002357,0.1350,0.002661,0.0297,1.1727,-0.0298,0.3762
2.950000,0.065766,-0.062775,0.002379,0.1363,0.002610,0.0299,1.1837,-0.0297,0.3690
2.958333,0.065244,-0.062546,0.002400,0.1375,0.002560,0.0301,1.1944,-0.0296,0.3618
2.966667,0.064724,-0.062315,0.002421,0.1387,0.002509,0.0303,1.2049,-0.0295,0.3547
2.975000,0.064205,-0.062083,0.002442,0.1399,0.002460,0.0305,1.2152,-0.0294,0.3477
2.983333,0.063689,-0.061850,0.002462,0.1411,0.002410,0.0307,1.2253,-0.0293,0.3407
2.991667,0.063174,-0.061615,0.002482,0.1422,0.002362,0.0309,1.2352,-0.0292,0.3338
3.000000,0.062662,-0.061379,0.002502,0.1433,0.002313,0.0310,1.2449,-0.0291,0.3270
3.008333,0.062151,-0.061142,0.002521,0.1444,0.002265,0.0312,1.2544,-0.0290,0.3202
3.016667,0.061643,-0.060903,0.002539,0.1455,0.002218,0.0314,1.2637,-0.0289,0.3135
3.025000,0.061136,-0.060663,0.002558,0.1465,0.002170,0.0315,1.2728,-0.0288,0.3068
3.033333,0.060632,-0.060422,0.002576,0.1476,0.002123,0.0317,1.2817,-0.0287,0.3002
3.041667,0.060129,-0.060180,0.002593,0.1486,0.002077,0.0318,1.2904,-0.0286,0.2936
3.050000,0.059629,-0.059937,0.002610,0.1496,0.002031,0.0320,1.2989,-0.0285,0.2871
3.058333,0.059130,-0.059692,0.002627,0.1505,0.001986,0.0321,1.3072,-0.0284,0.2807
3.066667,0.058634,-0.059447,0.002643,0.1514,0.001940,0.0323,1.3153,-0.0282,0.2743
3.075000,0.058140,-0.059200,0.002659,0.1524,0.001896,0.0324,1.3233,-0.0281,0.2680
3.083333,0.057647,-0.058953,0.002675,0.1533,0.001851,0.0326,1.3311,-0.0280,0.2617
3.091667,0.057157,-0.058704,0.002690,0.1541,0.001807,0.0327,1.3387,-0.0279,0.2555
3.100000,0.056669,-0.058454,0.002705,0.1550,0.001764,0.0328,1.3461,-0.0278,0.2493
3.108333,0.056183,-0.058204,0.002720,0.1558,0.001721,0.0329,1.3533,-0.0277,0.2432
3.116667,0.055699,-0.057953,0.002734,0.1566,0.001678,0.0330,1.3603,-0.0276,0.2372
3.125000,0.055217,-0.057700,0.002747,0.1574,0.001635,0.0332,1.3672,-0.0275,0.2312
3.133333,0.054737,-0.057447,0.002761,0.1582,0.001593,0.0333,1.3739,-0.0273,0.2253
3.141667,0.054260,-0.057193,0.002774,0.1589,0.001552,0.0334,1.3804,-0.0272,0.2194
3.150000,0.053784,-0.056938,0.002787,0.1597,0.001511,0.0335,1.3868,-0.0271,0.2136
3.158333,0.053311,-0.056683,0.002799,0.1604,0.001470,0.0336,1.3929,-0.0270,0.2078
3.166667,0.052839,-0.056427,0.002811,0.1611,0.001429,0.0337,1.3989,-0.0269,0.2021
3.175000,0.052370,-0.056170,0.002823,0.1617,0.001389,0.0338,1.4048,-0.0268,0.1964
3.183333,0.051903,-0.055912,0.002834,0.1624,0.001350,0.0339,1.4105,-0.0266,0.1908
3.191667,0.051438,-0.055654,0.002846,0.1630,0.001311,0.0340,1.4160,-0.0265,0.1853
3.200000,0.050976,-0.055395,0.002856,0.1637,0.001272,0.0340,1.4213,-0.0264,0.1798
3.208333,0.050515,-0.055135,0.002867,0.1643,0.001233,0.0341,1.4265,-0.0263,0.1743
3.216667,0.050057,-0.054875,0.002877,0.1648,0.001195,0.0342,1.4316,-0.0262,0.1689
3.225000,0.049600,-0.054614,0.002887,0.1654,0.001157,0.0343,1.4364,-0.0260,0.1636
3.233333,0.049146,-0.054353,0.002896,0.1659,0.001120,0.0343,1.4412,-0.0259,0.1583
3.241667,0.048695,-0.054091,0.002905,0.1665,0.001083,0.0344,1.4457,-0.0258,0.1531
3.250000,0.048245,-0.053829,0.002914,0.1670,0.001046,0.0345,1.4501,-0.0257,0.1479
3.258333,0.047797,-0.053566,0.002923,0.1675,0.001010,0.0345,1.4544,-0.0256,0.1428
3.266667,0.047352,-0.053303,0.002931,0.1679,0.000974,0.0346,1.4585,-0.0254,0.1377
3.275000,0.046909,-0.053039,0.002939,0.1684,0.000938,0.0346,1.4625,-0.0253,0.1327
3.283333,0.046468,-0.052775,0.002947,0.1688,0.000903,0.0347,1.4663,-0.0252,0.1277
3.291667,0.046029,-0.052511,0.002954,0.1693,0.000868,0.0347,1.4700,-0.0251,0.1228
3.300000,0.045593,-0.052246,0.002961,0.1697,0.000834,0.0348,1.4735,-0.0249,0.1179
3.308333,0.045159,-0.051981,0.002968,0.1700,0.000800,0.0348,1.4769,-0.0248,0.1131
3.316667,0.044727,-0.051715,0.002974,0.1704,0.000766,0.0349,1.4801,-0.0247,0.1083
3.325000,0.044297,-0.051450,0.002981,0.1708,0.000733,0.0349,1.4832,-0.0246,0.1036
3.333333,0.043869,-0.051184,0.002987,0.1711,0.000700,0.0349,1.4862,-0.0244,0.0989
3.341667,0.043444,-0.050917,0.002992,0.1714,0.000667,0.0350,1.4890,-0.0243,0.0943
3.350000,0.043021,-0.050651,0.002998,0.1718,0.000634,0.0350,1.4917,-0.0242,0.0897
3.358333,0.042600,-0.050384,0.003003,0.1721,0.000602,0.0350,1.4943,-0.0241,0.0852
3.366667,0.042181,-0.050118,0.003008,0.1723,0.000571,0.0351,1.4967,-0.0239,0.0807
3.375000,0.041764,-0.049851,0.003012,0.1726,0.000539,0.0351,1.4990,-0.0238,0.0763
3.383333,0.041350,-0.049583,0.003017,0.1728,0.000508,0.0351,1.5012,-0.0237,0.0719
3.391667,0.040938,-0.049316,0.003021,0.1731,0.000478,0.0351,1.5033,-0.0236,0.0675
3.400000,0.040528,-0.049049,0.003025,0.1733,0.000448,0.0351,1.5052,-0.0234,0.0633
3.408333,0.040120,-0.048782,0.003028,0.1735,0.000418,0.0351,1.5070,-0.0233,0.0590
3.416667,0.039715,-0.048514,0.003032,0.1737,0.000388,0.0351,1.5086,-0.0232,0.0548
3.425000,0.039312,-0.048247,0.003035,0.1739,0.000359,0.0351,1.5102,-0.0231,0.0507
3.433333,0.038911,-0.047979,0.003038,0.1740,0.000330,0.0351,1.5116,-0.0229,0.0466
3.441667,0.038512,-0.047711,0.003040,0.1742,0.000301,0.0351,1.5129,-0.0228,0.0425
3.450000,0.038116,-0.047444,0.003043,0.1743,0.000273,0.0351,1.5141,-0.0227,0.0385
3.458333,0.037721,-0.047176,0.003045,0.1745,0.000245,0.0351,1.5152,-0.0226,0.0346
3.466667,0.037329,-0.046909,0.003047,0.1746,0.000217,0.0351,1.5161,-0.0224,0.0306
3.475000,0.036940,-0.046641,0.003048,0.1747,0.000189,0.0351,1.5170,-0.0223,0.0268
3.483333,0.036552,-0.046374,0.003050,0.1747,0.000162,0.0351,1.5177,-0.0222,0.0230
3.491667,0.036167,-0.046107,0.003051,0.1748,0.000136,0.0351,1.5183,-0.0220,0.0192
3.500000,0.035784,-0.045840,0.003052,0.1749,0.000109,0.0351,1.5188,-0.0219,0.0154
3.508333,0.035403,-0.045573,0.003053,0.1749,0.000083,0.0351,1.5192,-0.0218,0.0117
3.516667,0.035024,-0.045306,0.003054,0.1750,0.000057,0.0350,1.5195,-0.0217,0.0081
3.525000,0.034648,-0.045039,0.003054,0.1750,0.000032,0.0350,1.5197,-0.0215,0.0045
3.533333,0.034273,-0.044773,0.003054,0.1750,0.000007,0.0350,1.5198,-0.0214,0.0009
3.541667,0.033901,-0.044507,0.003054,0.1750,-0.000018,0.0350,1.5198,-0.0213,-0.0026
3.550000,0.033532,-0.044241,0.003054,0.1750,-0.000043,0.0349,1.5196,-0.0212,-0.0061
3.558333,0.033164,-0.043975,0.003053,0.1749,-0.000067,0.0349,1.5194,-0.0210,-0.0095
3.566667,0.032799,-0.043709,0.003053,0.1749,-0.000091,0.0349,1.5191,-0.0209,-0.0129
3.575000,0.032436,-0.043444,0.003052,0.1749,-0.000115,0.0348,1.5187,-0.0208,-0.0163
3.583333,0.032075,-0.043179,0.003051,0.1748,-0.000138,0.0348,1.5181,-0.0206,-0.0196
3.591667,0.031716,-0.042914,0.003050,0.1747,-0.000162,0.0348,1.5175,-0.0205,-0.0228
3.600000,0.031359,-0.042650,0.003048,0.1746,-0.000184,0.0347,1.5168,-0.0204,-0.0261
3.608333,0.031005,-0.042385,0.003046,0.1745,-0.000207,0.0347,1.5160,-0.0203,-0.0292
3.616667,0.030653,-0.042122,0.003045,0.1744,-0.000229,0.0346,1.5151,-0.0201,-0.0324
3.625000,0.030303,-0.041858,0.003043,0.1743,-0.000251,0.0346,1.5141,-0.0200,-0.0355
3.633333,0.029955,-0.041595,0.003040,0.1742,-0.000273,0.0346,1.5130,-0.0199,-0.0386
3.641667,0.029610,-0.041332,0.003038,0.1741,-0.000294,0.0345,1.5118,-0.0198,-0.0416
3.650000,0.029266,-0.041070,0.003036,0.1739,-0.000315,0.0345,1.5106,-0.0196,-0.0446
3.658333,0.028925,-0.040808,0.003033,0.1738,-0.000336,0.0344,1.5092,-0.0195,-0.0475
3.666667,0.028586,-0.040546,0.003030,0.1736,-0.000357,0.0343,1.5078,-0.0194,-0.0504
3.675000,0.028250,-0.040285,0.003027,0.1734,-0.000377,0.0343,1.5062,-0.0193,-0.0533
3.683333,0.027915,-0.040025,0.003024,0.1732,-0.000397,0.0342,1.5046,-0.0191,-0.0561
3.691667,0.027582,-0.039764,0.003020,0.1730,-0.000417,0.0342,1.5030,-0.0190,-0.0589
3.700000,0.027252,-0.039505,0.003017,0.1728,-0.000436,0.0341,1.5012,-0.0189,-0.0617
3.708333,0.026924,-0.039245,0.003013,0.1726,-0.000456,0.0340,1.4993,-0.0188,-0.0644
3.716667,0.026598,-0.038987,0.003009,0.1724,-0.000475,0.0340,1.4974,-0.0186,-0.0671
3.725000,0.026274,-0.038728,0.003005,0.1722,-0.000493,0.0339,1.4954,-0.0185,-0.0697
3.733333,0.025953,-0.038470,0.003001,0.1719,-0.000512,0.0339,1.4933,-0.0184,-0.0724
3.741667,0.025633,-0.038213,0.002997,0.1717,-0.000530,0.0338,1.4912,-0.0183,-0.0749
3.750000,0.025316,-0.037956,0.002992,0.1714,-0.000548,0.0337,1.4889,-0.0181,-0.0775
3.758333,0.025000,-0.037700,0.002987,0.1712,-0.000566,0.0336,1.4866,-0.0180,-0.0800
3.766667,0.024687,-0.037445,0.002983,0.1709,-0.000583,0.0336,1.4842,-0.0179,-0.0824
3.775000,0.024376,-0.037189,0.002978,0.1706,-0.000600,0.0335,1.4818,-0.0178,-0.0849
3.783333,0.024068,-0.036935,0.002973,0.1703,-0.000617,0.0334,1.4792,-0.0176,-0.0872
3.791667,0.023761,-0.036681,0.002967,0.1700,-0.000634,0.0333,1.4767,-0.0175,-0.0896
3.800000,0.023456,-0.036428,0.002962,0.1697,-0.000650,0.0333,1.4740,-0.0174,-0.0919
3.808333,0.023154,-0.036175,0.002957,0.1694,-0.000667,0.0332,1.4713,-0.0173,-0.0942
3.816667,0.022853,-0.035923,0.002951,0.1691,-0.000683,0.0331,1.4685,-0.0171,-0.0965
3.825000,0.022555,-0.035671,0.002945,0.1687,-0.000698,0.0330,1.4656,-0.0170,-0.0987
3.833333,0.022259,-0.035420,0.002939,0.1684,-0.000714,0.0329,1.4627,-0.0169,-0.1009
3.841667,0.021965,-0.035170,0.002933,0.1681,-0.000729,0.0329,1.4597,-0.0168,-0.1030
3.850000,0.021673,-0.034921,0.002927,0.1677,-0.000744,0.0328,1.4566,-0.0166,-0.1052
3.858333,0.021383,-0.034672,0.002921,0.1674,-0.000759,0.0327,1.4535,-0.0165,-0.1073
3.866667,0.021095,-0.034424,0.002915,0.1670,-0.000773,0.0326,1.4503,-0.0164,-0.1093
3.875000,0.020809,-0.034176,0.002908,0.1666,-0.000788,0.0325,1.4471,-0.0163,-0.1113
3.883333,0.020525,-0.033929,0.002901,0.1662,-0.000802,0.0324,1.4438,-0.0162,-0.1133
3.891667,0.020243,-0.033683,0.002895,0.1659,-0.000816,0.0323,1.4405,-0.0160,-0.1153
3.900000,0.019964,-0.033438,0.002888,0.1655,-0.000829,0.0322,1.4370,-0.0159,-0.1172
3.908333,0.019686,-0.033193,0.002881,0.1651,-0.000843,0.0321,1.4336,-0.0158,-0.1191
3.916667,0.019410,-0.032949,0.002874,0.1647,-0.000856,0.0320,1.4301,-0.0157,-0.1210
3.925000,0.019137,-0.032705,0.002867,0.1642,-0.000869,0.0319,1.4265,-0.0156,-0.1228
3.933333,0.018865,-0.032463,0.002859,0.1638,-0.000882,0.0318,1.4229,-0.0154,-0.1246
3.941667,0.018596,-0.032221,0.002852,0.1634,-0.000894,0.0317,1.4192,-0.0153,-0.1264
3.950000,0.018328,-0.031980,0.002844,0.1630,-0.000907,0.0316,1.4154,-0.0152,-0.1281
3.958333,0.018063,-0.031740,0.002837,0.1625,-0.000919,0.0315,1.4117,-0.0151,-0.1299
3.966667,0.017799,-0.031500,0.002829,0.1621,-0.000931,0.0314,1.4078,-0.0150,-0.1315
3.975000,0.017538,-0.031261,0.002821,0.1616,-0.000942,0.0313,1.4039,-0.0149,-0.1332
3.983333,0.017278,-0.031023,0.002813,0.1612,-0.000954,0.0312,1.4000,-0.0147,-0.1348
3.991667,0.017021,-0.030786,0.002805,0.1607,-0.000965,0.0311,1.3960,-0.0146,-0.1364
4.000000,0.016765,-0.030550,0.002797,0.1603,-0.000976,0.0310,1.3920,-0.0145,-0.1380
4.008333,0.016512,-0.030314,0.002789,0.1598,-0.000987,0.0309,1.3879,-0.0144,-0.1395
4.016667,0.016260,-0.030079,0.002781,0.1593,-0.000998,0.0308,1.3838,-0.0143,-0.1410
4.025000,0.016010,-0.029845,0.002773,0.1589,-0.001008,0.0307,1.3797,-0.0142,-0.1425
4.033333,0.015763,-0.029612,0.002764,0.1584,-0.001019,0.0306,1.3755,-0.0140,-0.1440
4.041667,0.015517,-0.029380,0.002756,0.1579,-0.001029,0.0305,1.3712,-0.0139,-0.1454
4.050000,0.015273,-0.029148,0.002747,0.1574,-0.001039,0.0304,1.3669,-0.0138,-0.1468
4.058333,0.015031,-0.028918,0.002738,0.1569,-0.001048,0.0303,1.3626,-0.0137,-0.1482
4.066667,0.014791,-0.028688,0.002729,0.1564,-0.001058,0.0302,1.3582,-0.0136,-0.1495
4.075000,0.014553,-0.028459,0.002721,0.1559,-0.001067,0.0301,1.3538,-0.0135,-0.1509
4.083333,0.014317,-0.028231,0.002712,0.1554,-0.001076,0.0299,1.3494,-0.0134,-0.1522
4.091667,0.014082,-0.028003,0.002703,0.1549,-0.001085,0.0298,1.3449,-0.0132,-0.1534
4.100000,0.013850,-0.027777,0.002694,0.1543,-0.001094,0.0297,1.3404,-0.0131,-0.1547
4.108333,0.013619,-0.027551,0.002684,0.1538,-0.001103,0.0296,1.3358,-0.0130,-0.1559
4.116667,0.013391,-0.027327,0.002675,0.1533,-0.001111,0.0295,1.3312,-0.0129,-0.1571
4.125000,0.013164,-0.027103,0.002666,0.1527,-0.001120,0.0294,1.3266,-0.0128,-0.1583
4.133333,0.012939,-0.026880,0.002657,0.1522,-0.001128,0.0293,1.3220,-0.0127,-0.1594
4.141667,0.012716,-0.026658,0.002647,0.1517,-0.001136,0.0291,1.3173,-0.0126,-0.1605
4.150000,0.012495,-0.026437,0.002638,0.1511,-0.001143,0.0290,1.3125,-0.0125,-0.1616
4.158333,0.012275,-0.026216,0.002628,0.1506,-0.001151,0.0289,1.3078,-0.0124,-0.1627
4.166667,0.012058,-0.025997,0.002618,0.1500,-0.001158,0.0288,1.3030,-0.0122,-0.1637
4.175000,0.011842,-0.025778,0.002609,0.1495,-0.001165,0.0287,1.2982,-0.0121,-0.1648
4.183333,0.011628,-0.025561,0.002599,0.1489,-0.001173,0.0286,1.2933,-0.0120,-0.1658
4.191667,0.011416,-0.025344,0.002589,0.1484,-0.001179,0.0284,1.2885,-0.0119,-0.1667
4.200000,0.011206,-0.025128,0.002579,0.1478,-0.001186,0.0283,1.2835,-0.0118,-0.1677
4.208333,0.010997,-0.024914,0.002569,0.1472,-0.001193,0.0282,1.2786,-0.0117,-0.1686
4.216667,0.010790,-0.024700,0.002559,0.1466,-0.001199,0.0281,1.2737,-0.0116,-0.1695
4.225000,0.010586,-0.024487,0.002549,0.1461,-0.001205,0.0280,1.2687,-0.0115,-0.1704
4.233333,0.010382,-0.024275,0.002539,0.1455,-0.001212,0.0278,1.2637,-0.0114,-0.1713
4.241667,0.010181,-0.024063,0.002529,0.1449,-0.001217,0.0277,1.2586,-0.0113,-0.1721
4.250000,0.009981,-0.023853,0.002519,0.1443,-0.001223,0.0276,1.2536,-0.0112,-0.1729
4.258333,0.009783,-0.023644,0.002509,0.1437,-0.001229,0.0275,1.2485,-0.0111,-0.1737
4.266667,0.009587,-0.023436,0.002499,0.1432,-0.001234,0.0273,1.2434,-0.0110,-0.1745
4.275000,0.009393,-0.023228,0.002488,0.1426,-0.001240,0.0272,1.2382,-0.0109,-0.1752
